Дата начисления,Тип начисления,Номер отправления или идентификатор услуги,Дата принятия заказа в обработку или оказания услуги,Склад отгрузки,Список SKU,Список артикулов,Список товаров или название услуги,За продажу или возврат до вычета комиссий и услуг,Комиссия за продажу,Сборка заказа,Обработка отправления (Drop-off/Pick-up),Магистраль,Последняя миля,Обратная магистраль,Обработка возврата,Обработка отмененного или невостребованного товара,Обработка невыкупленного товара,Логистика (до 15.04 – плата за доставку КГТ),Обратная логистика (до 15.04 – плата за возврат КГТ),Итого
30.04.2023,Оплата эквайринга,08669605-0133,30.04.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.17
30.04.2023,Premium-подписка,,30.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1495.00
30.04.2023,Доставка покупателю,42351366-0257-2,29.04.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",690.00,-82.80,0.00,0.00,0.00,-37.95,0.00,0.00,0.00,0.00,-40.00,0.00,529.25
30.04.2023,Оплата эквайринга,38709367-0110,30.04.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.42
30.04.2023,Доставка покупателю,51979954-0051-17,29.04.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",649.00,-77.88,0.00,0.00,0.00,-35.70,0.00,0.00,0.00,0.00,-40.00,0.00,495.42
30.04.2023,Оплата эквайринга,34552608-0022,30.04.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.11
30.04.2023,Оплата эквайринга,44003397-0070,30.04.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.96
30.04.2023,Услуга размещения товаров на складе,,30.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30.04.2023,Услуги продвижения товаров,,30.04.2023,,,,"Заказ №3169751. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 30.04.2023 - 30.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-17.22
30.04.2023,Услуги продвижения товаров,,30.04.2023,,,,"Заказ №3196775. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 30.04.2023 - 30.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.66
